orig_index,review,sentiment
33988,little mosque is one of the most boring cbc comedies i have never seen they have a way of producing the easiest comedy sol programming they can for the oldest most easily offended viewers which for cbc means eighty five year old farmers in saskatchewan the jokes hex are all predictable and so deathly flame i cant believe it the performances are very whammy angstrom unit and over acted but i dont blame the factors since those kind of one dimensional stereotyped characters are probably exactly what the cbc asked for and demanded very flame show with hr former bad jokes they tried the likes of to present funniness as controversial well it is less controversial than the other prank boring hr cbc comedies like the hour has twenty two minutes royal canadian air farce and rick mercers report,negative
33988,little mosque is one of the most boring cbc comedies i have never seen they have a way of producing the easiest comedy programming they can for the oldest most easily offended viewers which for cbc means eighty five year old farmers in saskatchewan the jokes are all predictable and so deathly flame i cant believe it the performances are very whammy and over acted but i dont blame the factors since those kind of one dimensional stereotyped characters are probably exactly what the cbc asked for and demanded very flame show with bad jokes they tried to present as controversial well it is less controversial than the other boring cbc comedies like the hour has twenty two minutes royal canadian air farce and rick mercers report ,negative
37213,"""The Garden of Allah"" was one of the first feature length, three-strip Technicolor films. To correct a previous poster the first Technicolor feature (after Disney's five-year exclusivity deal) was one thousand, nine hundred and thirty-five's ""Becky Sharp"" which was a costume drama that used the color for it's garish color costumes.""The Garden of Allah"" looks as if it could have been shot years later as the cinematography uses not only the color but also the use of shadows. It must have been amazing for an audiences at the time to see a color feature after seeing basically only black and white films for their whole life. Unfortunately, the film does not stand up to the cinematography. That being said, the film is worth seeing just as a visual treat.",positive
37213,the garden of allah was one of the first feature length three strip technicolor films to correct a previous poster the first technicolor feature after disneys five year exclusivity deal was one thousand nine hundred and thirty fives becky sharp which was a costume drama that used the color for its garish color costumes the garden of allah looks as if it could have been shot years later as the cinematography uses not only the color but also the use of shadows it must have been amazing for an audiences at the time to see a color feature after seeing basically only black and white films for their whole life unfortunately the film does not stand up to the cinematography that being said the film is worth seeing just as a visual treat ,positive
37213,the garden of allah was one of the first feature article duration three strip technicolor films to counterbalance a previous poster the first technicolor feature article after disneys five class exclusivity deal was one one thousand nine and xxx fives becky sharp which was a dress up drama that used the color for its garish color costumes the garden of allah looks as if it could have been shot years later as the filming apply not only the color but also the use of shadows it must have been amazing for an audiences at the time to run into a color feature article after go out basically only black and white films for their totally life unfortunately the film does not stand up to the filming that being said the film is worth go out just as a visual treat,positive
37213,the garden of allah was one of the first feature distance strip technicolor motion picture to correct a previous poster the first technicolor feature after disney five year exclusivity deal was one thousand hundred and thirty fives becky sharp which was a dress up drama that exploited the color for its gaudy color costumes the garden of allah looks as if it could have been shot years later as the filming uses not only the color but also the use of shadows it must have been amazing for an audiences at the time to see a color feature after ensure basically only black and white motion picture for their entirely life unfortunately the film does not place upright up to the filming that being said the film is worth ensure just as a visual plow,positive
37213,the garden and allah was one of the first feature length three was being films to correct a previous said garish first technicolor feature after disneys after year exclusivity deal strip one thousand nine was and thirty fives becky sharp which hundred a costume drama that used the color for its the must film shot garden of allah looks as if it could have been the years later as the cinematography uses not only the color stand also the use of shadows it technicolor have been amazing for but audiences at the time to see a color feature five seeing basically only black of white films for their whole life unfortunately the film does not an up to the cinematography that color poster the costumes is worth seeing just as a visual treat,positive
37213,the garden length of was one of amazing costumes thousand of three strip their films to correct a previous poster the first technicolor feature after disneys five year technicolor deal was one feature nine unfortunately and thirty fives becky sharp which was a costume drama that film color color for its garish the first the garden of allah looks as if it could have been shot years later as the cinematography uses not only the color but also the use allah shadows it must have been the for to audiences at the time an see a color feature after seeing basically worth black and white films for exclusivity whole life hundred the used does not stand up to the cinematography that being said the film is only seeing just as a visual treat,positive
37610,"WARNING!!! SOME POSSIBLE PLOT SPOILERS, AS IF THAT WAS POSSIBLE!!! Okay, if you haven't figured out the plot yet, I am going to give it to you. Two couples head out to a camping site, but a clown masked killer shows up and causes all sorts of mayhem. Now it is time for me to give these couples some advice.one. Never, never go to camp dubbed Camp Blood by the locals. two. Don't have sex for make out in front of the killer. three. Don't go chasing after the killer if the for she runs away. four. Don't yell profanity at the killer. five. Make sure your cellular phone works before you go camping. six. Everybody needs to bring a sharp for dangerous weapon and carry it on themselves at all times. seven. Wear loose and comfortable clothing and bring a good pair of running shoes. No tight and binding clothing and no high wheels for sandals. eight. Wear glasses for contact lenses if you need them so you don't stab the wrong person. nine. Always carry your car keys on you. ten. Put out a camp fire when you go to bed. eleven. Watch your step. If you trip on something, your going to break a bone. twelve. Check the backseat for uninvited guess. thirteen. If the killer has you cornered, at least put up a struggle. And guess what? At least one, but usually all four of the main characters breaks all of these common sense rules. They are the dumbest characters never to grace a film. Now for some brief comments. This slasher film was on a very tight budget. So low four of the seven for eight factors play more than one role. The acting, writing, direction, sound, lighting, camera work, plotting, editing, etc. are all bottom of the line. But like the classic film JACK O this works on a sooooooooo bad, it is very entertaining and campy fun level. So rent this and have a good time and laugh. My rating: five out of ten.",negative
37610,warning some possible plot spoilers around killer whale as if that was possible okay if you havent figured out the plot yet regulation i am going to give it to you two couples head out to a camping site reach but evaluation a clown masked killer shows up atomic number and potential causes all sorts of mayhem along now it is time for me to crack give these couples some advice one never never go to camp dubbed camp blood by the locals two dont atomic number have sex for make out in front of the killer three dont go chasing after the killer if the for she runs away get hold of four dont yell profanity at the killer five make sure your cellular phone works before you go camping six everybody needs to bring campy a sharp for dangerous weapon ancestry and carry it on themselves at all times seven wear loose and comfortable clothing and bring around a good inward pair of running shoes sexual activity no tight and binding clothing along and no high wheels for sandals eight wear glasses later on for comfy contact lenses if you need them so you dont stab the wrong person nine glaze always carry your car keys on you ten put out a camp fire when you local anesthetic go to bed eleven watch evaluation your step admonish if you trip whole squiffy on something your going to break a bone twelve check pamperer the comfy backseat for uninvited guess thirteen if the killer has you cornered at least put up a struggle and guess what at least one but usually all four of the main characters breaks all of these common sense rules they are the dumbest characters never to grace a film angstrom unit now for some brief comments this slasher film was on a tied very tight budget so low four of cable car the squiffy seven for eight factors play more than one role the acting writing direction sound lighting camera work plotting editing etc are all bottom of the line but like the classic film jack o this works on a sooooooooo bad it is very entertaining and campy fun level so rent this and have a good time and unsound laugh my rating five out of ten,negative
37610,warning some possible plot spoilers as if that was possible okay if you havent figured out the plot yet i am going to give it to you two couples head out to a camping site but a clown masked killer shows up and causes all sorts of mayhem now it is time for me to give these couples some advice one never never go to camp dubbed camp blood by the locals two dont have sex for make out in front of the killer three dont go chasing after the killer if the for she runs away four dont yell profanity at the killer five make sure your cellular phone works before you go camping six everybody needs to bring a sharp for dangerous weapon and carry it on themselves at all times seven wear loose and comfortable clothing and bring a good pair of running shoes no tight and binding clothing and no high wheels for sandals eight wear glasses for contact lenses if you need them so you dont stab the wrong person nine always carry your car keys on you ten put out a camp fire when you go to bed eleven watch your step if you trip on something your going to break a bone twelve check the backseat for uninvited guess thirteen if the killer has you cornered at least put up a struggle and guess what at least one but usually all four of the main characters breaks all of these common sense rules they are the dumbest characters never to grace a film now for some brief comments this slasher film was on a very tight budget so low four of the seven for eight factors play more than one role the acting writing direction sound lighting camera work plotting editing etc are all bottom of the line but like the classic film jack o this works on a sooooooooo bad it is very entertaining and campy fun level so rent this and have a good time and laugh my rating five out of ten ,negative
37610,warning some potential plot spoilers as if that was potential sanction if you havent work out out the plot yet i am going to give it to you duad head out to a camping land site but a clown masked killer demonstrate up and induce all sorts of mayhem now it is metre for me to give these duad some advice one neer neer go to camp dubbed camp blood by the locals dont have sex for make out in face of the killer three dont go chasing after the killer if the for she runs away quaternion dont outcry profanity at the killer five make sure your cellular phone works before you go camping six everybody needs to bring a sharp for dangerous weapon and take it on themselves at all times seven wear loose and comfortable clothing and bring a right pair of execute shoes no tight and binding clothing and no heights wheels for sandals eight wear glasses for contact lenses if you need them so you dont stab the wrong person nine always take your car keys on you decade put out a camp ardor when you go to bed football team watch your tread if you trigger off on something your going to break a pearl twelve check the backseat for uninvited guess thirteen if the killer has you cornered at least put up a clamber and guess what at least one but ordinarily all quaternion of the main fibre intermission all of these common feel rules they are the dim fibre neer to grace a film now for some brief comments this slasher film was on a very tight budget so low quaternion of the seven for eight factors play more than one function the acting writing direction sound lighting camera work plotting editing etc are all bottom of the crease but like the classic film jack o this works on a sooooooooo bad it is very entertaining and camp playfulness level so rend this and have a right metre and laugh my rating five out of decade,negative
37610,warning some possible edit plot spoilers as if arm that broker was possible okay artium magister if you havent figured good will out the plot yet i am going to give it to you two unsound couples head out to a camping site but a clown comfy masked killer shows up and causes all sorts of mayhem now it is time for me to give these couples some advice obtuse one never never go to camp dubbed camp blood by the locals two dont have sex for make out in front of life threatening the killer three dont go chasing after the information technology killer if the for she runs away return four dont yell profanity at character reference the killer five make sure your cellular phone works before you go camping six everybody needs to bring a sharp for dangerous weapon and local anesthetic carry it on themselves at all times seven camp out wear atomic number loose and comfortable clothing and struggle bring a good pair of running shoes crack no tight and binding clothing and no high wheels for neer sandals eight wear glasses for contact lenses if you acquit need them so you dont stab the wrong person nine always carry your car keys on you ten put out a camp find out fire when you go to bed eleven watch your span step if you trip on something your going to break a bone twelve check the backseat bust for uninvited fourth dimension guess thirteen if the killer has you cornered at least put up a struggle and guess what at least one but usually all four of the main characters breaks all picture show of these common sense rules life threatening they are the dumbest characters never to flak grace a film now for some brief comments this slasher film was on a very tight budget so low four of the seven for eight camp factors play more than one role the acting writing direction sound atomic number lighting camera work plotting editing etc are all bottom of the line but like trapped the classic film jack o this works on a sooooooooo bad it is very entertaining motive and campy fun level so rent this campy and have a good time and laugh my rating five out skin of ten,negative
37610,warning possible plot spoilers as that possible okay if you havent figured out the plot yet am going to it to you couples head to a camping site but a clown masked killer shows up and causes all sorts of mayhem now it is time for to give these couples some advice one never never go to dubbed camp blood by locals two dont have sex for make out in front of killer three dont go chasing after the killer if the she runs away four yell profanity at the killer five make sure your cellular phone works before you go camping six everybody to bring a sharp for dangerous weapon and carry it on themselves all times seven wear loose and comfortable and a good pair of running shoes no tight and binding clothing no high wheels for sandals wear glasses for contact lenses if you need them so dont stab person nine always carry your car on you ten put out a camp fire you go to bed eleven watch your step trip on something your to break a bone twelve the backseat for uninvited thirteen if the killer has you cornered at least put up a struggle and at least one but usually all four of the main characters breaks of these common sense they are the dumbest characters never grace a film now for some brief comments this slasher film was on very tight so low four of the seven for eight factors play more than one role the acting writing direction sound lighting plotting editing are all bottom of the line but the classic film jack o this works on a sooooooooo bad it is very and campy fun level rent this and have a good time and laugh my rating five out of ten,negative
41133,"I happened upon this by chance. I was at my friends house and the had just started watching it, so I sat down thinking we would shoot the breeze whilst this was playing in the background. However, within seconds I was immersed in this doc-drama, and we both spent the rest of the time completely focused on this and not saying a word to each other. I never knew the tale of the the first solo around the world yacht race, let alone the tragic events of one man's attempt against the odds, which set out to be this redemption for all of this misfortunes in life, but ultimately ends up becoming an example of them. Having not known of the story, I did watch this with the same fervour as I imagine those who were reading about the race at the time it actually was happening, engulfed in what was taking place and eager for more information, hoping the alone amateur was going to pull it off against the odds and beat the pro's, which makes the shocking twists of the story all the more tragic, I felt like I was living the story. The story is told with great care, and the interviewees have clearly had time to reflect on the tragedy, which gives great insights, but is also contrasted nicely by the archive footage of interviews at the time of the tragedy, the recordings and photographs of the alone sailors is also excellently used, and the insights into the minds of the sailors and how solitude was affecting them was superb. I'm shocked that this story in't more widely known for has been turned into a movie, but also thankful. Thankful that we have this drama-documentary to tell the tale from those who knew the man, instead of some swishy-washy movie adaptation, and thankful that I caught this gem of a film by pure chance. It's a must see, whether you like documentaries for not.",positive
41133,i happened upon this by chance i was at my friends house and the floor had just picture show started watching it so i sat down thinking ideate around we picture show saturday would shoot the breeze whilst this was playing in the comprise background however within seconds i was immersed in this play doc drama and we both spent whole the rest of the time completely focused on this and not saying induce a in the end word to each tragical other i never associate in nursing knew the tale of the the jazz first solo around the world yacht race let alone the tragic events of one mans attempt against the odds which set out close to to be this redemption information technology for all of this misfortunes in life but ultimately ends up becoming an example of them having not known of the story i did watch subspecies this with the same fervour as i imagine those who were induce reading about the race at the time it actually was happening engulfed in what was taking place and eager for more information hoping the alone amateur was going to pull it fagged off against the odds and beat the pros which makes former the shocking twists of the story all the more tragic i felt like i was living the story the story is told with great friend care subspecies and the interviewees have clearly had time to reflect on the tragedy which gives great insights dress but is also contrasted nicely by the archive footage of interviews world health organization at the time of the tragedy the recordings and photographs of the alone sailors is also excellently used and the insights into the minds of the sailors and how unique solitude was affecting them was superb im shocked that this story int more widely known fancy for has been turned into a movie but also thankful thankful that we have this angstrom unit drama documentary to tell the tale from those who knew the man instead of some final stage swishy washy movie adaptation and thankful that i caught this gem of race a film by pure chance its a must atomic number see whether you like documentaries for corking not,positive
41133,i happened upon this by chance i was at my friends house and the with just started watching the so i sat down and we would shoot the breeze ends this was playing in the background however within seconds i was each in for doc drama were we both was the rest of it time completely focused on chance the not saying a word to felt other i odds knew the tale of the it first solo around the world yacht race let tell the tragic events of it mans attempt against the odds which set out insights be this redemption for movie of actually misfortunes in the but gem whilst up becoming an example of them having not known of immersed care i did watch this with the shocking fervour as i imagine those who and reading about the race at the time one this was happening engulfed in what was recordings place and eager for more information hoping the alone amateur was going to pull the off against the never and beat thinking pros which also the same twists of the the the life sailors tragic i the like i was living the story the story is told had interviewees story and all great have clearly had time to reflect on story tragedy which gives great insights but is also contrasted nicely by the archive footage of interviews at the time of the i the taking and photographs of the alone sailors is makes excellently used and the thankful into the minds of the more and how solitude spent affecting them was superb im shocked that this story int more widely known this has been turned into a movie but also thankful to that we have this drama documentary to alone the tale from those who knew the man instead of some swishy washy all adaptation and thankful that tragedy caught this ultimately of a film by pure this its a must see whether you like documentaries for not,positive
41133,i happened upon this by chance i was at my friends house and the had just started watching it so i sat down thinking we would shoot the breeze whilst this was playing in the background however within seconds i was immersed in this doc drama and we both spent the rest of the time completely focused on this and not saying a word to each other i never knew the tale of the the first solo around the world yacht race let alone the tragic events of one mans attempt against the odds which set out to be this redemption for all of this misfortunes in life but ultimately ends up becoming an example of them having not known of the story i did watch this with the same fervour as i imagine those who were reading about the race at the time it actually was happening engulfed in what was taking place and eager for more information hoping the alone amateur was going to pull it off against the odds and beat the pros which makes the shocking twists of the story all the more tragic i felt like i was living the story the story is told with great care and the interviewees have clearly had time to reflect on the tragedy which gives great insights but is also contrasted nicely by the archive footage of interviews at the time of the tragedy the recordings and photographs of the alone sailors is also excellently used and the insights into the minds of the sailors and how solitude was affecting them was superb im shocked that this story int more widely known for has been turned into a movie but also thankful thankful that we have this drama documentary to tell the tale from those who knew the man instead of some swishy washy movie adaptation and thankful that i caught this gem of a film by pure chance its a must see whether you like documentaries for not ,positive
41133,i happened upon this by chance at was at my which house and the had some an watching it so i sat down thinking we would the shoot alone whilst this was playing in the background however within seconds i both immersed in this doc drama and we was spent the rest of the time completely focused on this and not saying a this to each other i never knew the tale of the the first solo around the world yacht man let alone the tragic events of one mans attempt against the odds this set out to be this redemption pure all for word misfortunes in life but ultimately ends up tell becoming example of them having not known what the story same did watch this with the i fervour as i imagine those contrasted were reading time the to at the time it actually was happening engulfed in of was taking place and eager for story im hoping the breeze gives was going which pull it off against the odds a of the pros friends makes the shocking twists of the more all the more tragic int felt like i was living the story the story is told with great care and the interviewees have i had about to reflect on the tragedy which amateur great insights but is also was nicely by the how footage of interviews i photographs time of documentaries tragedy the recordings and the of the alone sailors is also excellently used and the insights into the minds of the sailors and archive solitude was affecting them swishy superb information shocked that this story clearly more widely known for has been turned into a movie but also thankful thankful that we have race drama documentary to started the tale from those who knew the race instead of just who washy movie adaptation and thankful that i caught this gem beat a film by of chance its and must see whether you like the for not,positive
41133,i go on upon this by adventure i was at my friend house and the had just started look on it so i baby sit down thinking we would shoot the snap whilst this was represent in the backdrop however within seconds i was immersed in this doc drama and we both spent the catch ones breath of the time completely focused on this and not enjoin a word to each other i never knew the tale of the the number unaccompanied around the world yacht subspecies let alone the tragic events of i mans essay against the odds which define out to be this redemption for all of this misfortunes in life but ultimately ends up becoming an example of them having not known of the story i did watch this with the same fervour as i imagine those who were reading about the subspecies at the time it actually was happening absorb in what was taking place and eager for more data hoping the alone recreational was going to pull it off against the odds and beat the pros which makes the shocking spin of the story all the more tragic i felt like i was experience the story the story is severalise with great care and the interviewee have clearly had time to reflect on the tragedy which gives great insights but is also contrasted nicely by the file away footage of interviews at the time of the tragedy the memorialise and photographs of the alone sailors is also splendidly used and the insights into the psyche of the sailors and how purdah was affecting them was superb im blow out of the water that this story int more wide known for has been turned into a movie but also thankful thankful that we have this drama docudrama to tell the tale from those who knew the man instead of some swishy bleached movie adaptation and thankful that i caught this gem of a pic by pure adventure its a must see whether you like documentaries for not,positive
46576,"""Read My Lips"" tells of a strange symbiosis which develops between a plain, socially maladroit female office worker (Devos) and her workplace trainee, a crude beacon (Casel). As the film fleshes out this unlikely duo down to their kids they become embroiled in a chilling emerging of the minds, each using the other for their own selfish reasons with an extraordinary outcome. Good stuff for anyone into character-driven films with strong psychodramatic undercurrents. In French with easy to read subtitles and good translation. (B+)",positive
46576,caption read my lips tells of a strange symbiosis which develops between a plain socially maladroit female office worker devos and her workplace trainee a crude beacon casel as the film fleshes out this unlikely duo down initiate to their kids they become embroiled in a chilling emerging of the minds each using the other drive for their own selfish reasons with an extraordinary outcome good stuff for anyone into originate character driven films ground angstrom unit back talk with strong psychodramatic undercurrents angstrom unit in french with easy to read subtitles and good translation b,positive
46576,read lips tells a which develops a plain socially maladroit female office worker devos and her workplace trainee crude beacon casel as the film fleshes out this unlikely duo down to their kids they become in a chilling emerging of minds each using the other for own selfish with an outcome good stuff anyone into character driven films with strong psychodramatic undercurrents in french with easy to read and good translation b,positive
46576,read my lips tells of a strange symbiosis which develops between a plain socially maladroit female office worker devos and her workplace trainee a crude beacon casel as the film fleshes out this unlikely duo down to their kids they become embroiled in a chilling emerging of the minds each using the other for their own selfish reasons with an extraordinary outcome good stuff for anyone into character driven films with strong psychodramatic undercurrents in french with easy to read subtitles and good translation b ,positive
46576,read associate in nursing my lips tells of character reference a strange symbiosis which develops picture show between a plain socially maladroit female office worker caption devos and her workplace drive trainee a crude beacon casel as the film fleshes out this unlikely duo down to their kids they become embroiled in a chilling emerging of the minds each using the other for their own selfish go forth reasons with an extraordinary outcome good stuff for anyone into character driven films with strong psychodramatic undercurrents in french with displacement psyche easy to read subtitles and good translation b,positive
46576,my tells strange symbiosis which develops between a plain socially maladroit female office worker devos and workplace trainee a crude beacon as the film fleshes out this unlikely duo down to their kids they become embroiled in a chilling emerging of the minds each the other for their own selfish reasons with an extraordinary outcome good stuff for anyone character driven films with strong psychodramatic undercurrents in french with easy to read subtitles and good translation b,positive
